scan, lumi_sp, lumi_sp_err 
1 2157.71952158 1.45342219412
2 2131.49619385 1.44617072762
3 2000.10132361 1.38584211766
4 118.479313246 0.18171189983
5 112.127770146 0.177198344557
6 112.394249084 0.180873176027
8 115.047602862 0.234200224379
10 110.088448208 0.104477349917
11 104.296733538 0.0994689079023
14 97.1218475281 0.0960711315772
15 112.08829357 0.11051151888
