scan, sigma_vis, sigma_vis_err 
1 4.83928413814 0.00151573928369
2 4.86596775802 0.00154172871524
3 4.93682809341 0.00160588543855
4 4.80332366912 0.00343574783379
5 4.93766086375 0.0036881962118
6 4.91391799364 0.00374081937772
8 4.82608264888 0.00462256522383
10 4.89489432275 0.00293759319293
11 4.94074182247 0.00301319715714
14 4.98829455193 0.00315272786748
15 4.97452451329 0.0033794577854
