scan, sigma_vis, sigma_vis_err 
1 2.52008348473 0.00107333829344
2 2.53650278139 0.00109619025905
3 2.576589337 0.00114576836289
4 2.48914517308 0.0024675999864
5 2.5600916295 0.00265452323704
6 2.54457762443 0.00271007647232
8 2.49786076817 0.00332044674056
10 2.54139496618 0.00189195039643
11 2.56828765292 0.00193915357069
14 2.58647491171 0.00201229662247
15 2.58437770378 0.00216524983003
