Scan	BCID	sigma_vis	sigma_vis_err	lumi_sp	lumi_sp_err	Sigma_X	Sigma_Y	mu_vis_max_xscan	mu_vis_max_err_xscan	xscan_offset_[#mum]	mu_vis_max_yscan	mu_vis_max_err_yscan	yscan_offset_[#mum]
8	1821	224.176209401	0.957533255127	0.113074500208	0.000402820092395	122.184658161	129.544072697	2.25626761687e-22	1.00351246779e-24	0.199999994948	2.24257556109e-22	1.01118837413e-24	0.199999994948
8	all	224.777362814	0.563507837733	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
10	1	227.430254643	0.898470183618	0.107546942027	0.000384885768836	123.964193272	134.246996129	2.21965101696e-22	8.71782672015e-25	-0.0399999989895	2.0961807877e-22	8.53180401494e-25	-0.0399999989895
10	2361	226.678160816	0.724158299281	0.121624126128	0.000340564684827	118.154334386	124.545921622	2.50524755358e-22	9.06082950676e-25	-0.0399999989895	2.3292672984e-22	8.7837448351e-25	-0.0399999989895
10	2881	229.09854166	0.388601707202	0.105878070693	0.000159554492811	126.810993194	133.301789176	2.18267106988e-22	7.38689782006e-25	-0.0399999989895	2.07854216632e-22	7.23601185698e-25	-0.0399999989895
10	all	227.735652373	0.405882467951	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
11	1	231.89166657	0.618695116481	0.100885761961	0.000244359333458	130.260618025	136.193345676	2.05709484634e-22	8.40311484055e-25	-0.0399999989895	2.05238138278e-22	8.45549204771e-25	-0.0399999989895
11	2361	230.699571991	0.705189476442	0.112905904203	0.000300826696472	125.018088039	126.797121848	2.300438072e-22	8.71828197706e-25	-0.0399999989895	2.27540668394e-22	8.69148066478e-25	-0.0399999989895
11	2881	231.043766272	0.586522167904	0.101181559942	0.000243343761178	131.478121959	134.537712369	2.04896965385e-22	7.17573821829e-25	-0.0399999989895	2.03345020395e-22	7.12486213222e-25	-0.0399999989895
11	all	231.211668278	0.368794447157	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
14	1	232.839919439	0.446114375497	0.0946005149769	0.000147773227737	137.021671914	138.075345486	1.94338421575e-22	8.17125268452e-25	-0.0399999989895	1.93317173659e-22	8.18254925176e-25	-0.0399999989895
14	2361	233.4771323	0.947252065009	0.103221381733	0.000387161252862	133.57166599	129.812014752	2.14314826412e-22	8.55667617156e-25	-0.0399999989895	2.12777878917e-22	8.51092897084e-25	-0.0399999989895
14	2881	233.31312589	0.0389766035989	0.0942683179968	1.46934356145e-05	138.853755536	136.73368331	1.94262821612e-22	7.01637891282e-25	-0.0399999989895	1.91777882702e-22	7.01182517745e-25	-0.0399999989895
14	all	233.21005921	0.349256939216	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
15	1	233.710131416	0.0832965958873	0.11088741512	3.56280114318e-05	123.770968734	130.406083418	2.30165077397e-22	9.21748498104e-25	-0.0399999989895	2.2723103607e-22	9.17503229025e-25	-0.0399999989895
15	2361	233.237367381	0.517021046971	0.110236383244	0.000225648768963	124.134365997	130.792221132	2.27202536398e-22	7.96174219086e-25	-0.0399999989895	2.24494764759e-22	7.92814378332e-25	-0.0399999989895
15	2881	232.905459841	0.379229439711	0.115634850201	0.000164161913582	121.284393635	127.616032378	2.37831109059e-22	8.91853357215e-25	-0.0399999989895	2.35795686567e-22	8.91006458307e-25	-0.0399999989895
15	all	233.284319546	0.215526243269	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
