scan, sigma_vis, sigma_vis_err 
1 4.82718245223 0.0015051357022
2 4.85309789367 0.00154879934275
3 4.92796995284 0.00159936596617
4 4.83052715818 0.0034532201087
5 4.95449228787 0.00373474308627
6 4.92995835951 0.00375475464118
8 4.84336396456 0.00462895948755
10 4.86876703108 0.00308652339212
11 4.8965434447 0.00319323874412
14 4.93840258391 0.00335288191671
15 4.93394519343 0.00357687346332
