scan, lumi_sp, lumi_sp_err 
1 2160.0665688 1.07742016668
2 2132.41737267 1.07297414823
3 2000.27347703 1.02375375747
4 118.641917431 0.13159258224
5 112.344927487 0.127935909781
6 112.483395701 0.130146940835
8 115.081009937 0.169146899245
10 110.306794715 0.0853534195907
11 104.548321283 0.082195786177
14 97.0141724963 0.0796140442812
15 112.262460001 0.0918164255847
