scan, sigma_vis, sigma_vis_err 
1 2.49267850555 0.00106676243659
2 2.5079985952 0.00109106463911
3 2.55127866559 0.00113851672287
4 2.49539265642 0.00246496553659
5 2.56223220417 0.00267329170686
6 2.54704651968 0.00270220777088
8 2.50429285926 0.00333506736825
10 2.49350877638 0.00187136664559
11 2.52156916657 0.00191964489167
14 2.5367568435 0.00198700332554
15 2.5376652155 0.00214139839587
